referral_id,referrer_user_id,referral_channel,referral_sent_date,referral_status,referral_accepted_date,reward_granted
R805_2,805,WhatsApp,2024-11-05,Pending,,
R808_0,808,WhatsApp,2024-03-01,Pending,,
R808_1,808,WhatsApp,2024-03-10,Accepted,2024-03-18,1 month Pro
R808_2,808,Email,2024-03-21,Accepted,2024-04-02,Template Unlock
R815_0,815,Link,2024-11-10,Accepted,2024-11-25,1 month Pro
R815_1,815,Team Invite,2024-10-13,Accepted,2024-10-26,1 month Pro
R815_2,815,Link,2024-11-10,Accepted,2024-11-19,Credit Pack
R815_3,815,Link,2024-10-29,Accepted,2024-11-17,Credit Pack
R815_4,815,Link,2024-10-14,Pending,,
R822_0,822,WhatsApp,2024-09-25,Pending,,
R822_1,822,Team Invite,2024-10-01,Pending,,
R830_0,830,Email,2024-01-19,Accepted,2024-01-31,1 month Pro
R830_1,830,Email,2024-01-18,Accepted,2024-02-05,1 month Pro
R830_2,830,Link,2024-02-20,Pending,,
R830_3,830,WhatsApp,2024-02-22,Pending,,
R832_0,832,Link,2024-05-06,Pending,,
R832_1,832,WhatsApp,2024-04-26,Pending,,
R832_2,832,Link,2024-05-11,Accepted,2024-05-12,Template Unlock
R832_3,832,WhatsApp,2024-05-07,Pending,,
R839_0,839,WhatsApp,2024-01-25,Pending,,
R839_1,839,Link,2024-02-16,Accepted,2024-02-27,Template Unlock
R846_0,846,Link,2024-01-13,Accepted,2024-01-14,Credit Pack
R846_1,846,Link,2024-01-08,Accepted,2024-01-13,1 month Pro
R851_0,851,Email,2025-01-10,Pending,,
R851_1,851,WhatsApp,2025-01-01,Pending,,
R854_0,854,Instagram DM,2024-04-12,Pending,,
R854_1,854,Link,2024-05-08,Accepted,2024-05-13,1 month Pro
R854_2,854,Link,2024-04-01,Pending,,
R854_3,854,WhatsApp,2024-04-18,Accepted,2024-05-02,Credit Pack
R855_0,855,WhatsApp,2024-04-25,Pending,,
R855_1,855,Email,2024-04-29,Accepted,2024-05-09,Credit Pack
R860_0,860,WhatsApp,2024-11-12,Pending,,
R860_1,860,Link,2024-10-27,Pending,,
R860_2,860,Team Invite,2024-11-13,Accepted,2024-11-20,1 month Pro
R860_3,860,Link,2024-11-21,Accepted,2024-11-29,Credit Pack
R861_0,861,Link,2025-01-20,Accepted,2025-02-08,1 month Pro
R861_1,861,Team Invite,2025-01-18,Accepted,2025-01-30,1 month Pro
R861_2,861,WhatsApp,2025-01-30,Accepted,2025-02-08,1 month Pro
R865_0,865,Link,2024-11-27,Pending,,
R865_1,865,Link,2024-11-29,Accepted,2024-12-11,1 month Pro
R865_2,865,Link,2024-12-09,Pending,,
R869_0,869,WhatsApp,2024-07-10,Pending,,
R869_1,869,Link,2024-06-16,Accepted,2024-06-26,Template Unlock
R869_2,869,Team Invite,2024-07-18,Accepted,2024-08-02,1 month Pro
R869_3,869,WhatsApp,2024-06-22,Accepted,2024-06-27,Credit Pack
R870_0,870,Link,2024-02-20,Accepted,2024-03-01,Credit Pack
R875_0,875,Email,2024-10-20,Accepted,2024-10-26,1 month Pro
R875_1,875,WhatsApp,2024-09-28,Accepted,2024-10-08,Credit Pack
R875_2,875,Instagram DM,2024-10-13,Accepted,2024-10-24,1 month Pro
R908_0,908,Link,2024-04-03,Accepted,2024-04-11,Credit Pack
R908_1,908,Instagram DM,2024-04-16,Accepted,2024-04-18,Template Unlock
R914_0,914,Team Invite,2024-12-31,Accepted,2025-01-10,1 month Pro
R914_1,914,Link,2025-02-01,Pending,,
R914_2,914,Link,2025-02-04,Accepted,2025-02-06,Credit Pack
R914_3,914,Instagram DM,2024-12-29,Accepted,2025-01-13,1 month Pro
R919_0,919,Team Invite,2024-05-01,Accepted,2024-05-13,1 month Pro
R919_1,919,Link,2024-04-12,Pending,,
R919_2,919,Link,2024-05-15,Accepted,2024-05-22,Credit Pack
R919_3,919,WhatsApp,2024-04-21,Accepted,2024-04-22,1 month Pro
R919_4,919,WhatsApp,2024-04-18,Accepted,2024-04-25,1 month Pro
R922_0,922,Email,2024-08-03,Pending,,
R922_1,922,Email,2024-08-28,Pending,,
R925_0,925,Link,2024-05-01,Accepted,2024-05-08,Credit Pack
R925_1,925,Email,2024-04-06,Accepted,2024-04-07,1 month Pro
R925_2,925,Link,2024-05-04,Pending,,
R925_3,925,Link,2024-05-13,Accepted,2024-05-27,1 month Pro
R933_0,933,Email,2024-05-11,Accepted,2024-05-15,1 month Pro
R933_1,933,Email,2024-04-11,Pending,,
R933_2,933,Team Invite,2024-04-23,Accepted,2024-05-05,1 month Pro
R938_0,938,Email,2024-03-18,Pending,,
R938_1,938,Team Invite,2024-03-25,Accepted,2024-03-29,1 month Pro
R944_0,944,WhatsApp,2024-07-05,Pending,,
R944_1,944,Link,2024-07-01,Accepted,2024-07-12,1 month Pro
R948_0,948,Email,2024-03-15,Accepted,2024-03-29,1 month Pro
R948_1,948,WhatsApp,2024-03-02,Pending,,
R948_2,948,Email,2024-03-05,Accepted,2024-03-16,Credit Pack
R948_3,948,Link,2024-02-27,Accepted,2024-03-17,1 month Pro
R949_0,949,WhatsApp,2024-12-18,Accepted,2025-01-01,1 month Pro
R949_1,949,Link,2024-12-21,Pending,,
R949_2,949,Email,2025-01-05,Accepted,2025-01-23,Template Unlock
R949_3,949,Instagram DM,2024-12-27,Pending,,
R952_0,952,Link,2024-05-15,Accepted,2024-05-22,1 month Pro
R952_1,952,Email,2024-05-18,Pending,,
R952_2,952,Link,2024-04-30,Pending,,
R952_3,952,WhatsApp,2024-05-21,Pending,,
R954_0,954,Instagram DM,2024-07-08,Pending,,
R954_1,954,Email,2024-07-08,Accepted,2024-07-19,1 month Pro
R954_2,954,WhatsApp,2024-06-19,Pending,,
R957_0,957,Link,2024-06-01,Accepted,2024-06-04,Credit Pack
R957_1,957,Link,2024-06-07,Pending,,
R957_2,957,Link,2024-06-22,Accepted,2024-06-24,Template Unlock
R967_0,967,Link,2024-09-10,Accepted,2024-09-27,1 month Pro
R967_1,967,Team Invite,2024-08-10,Pending,,
R967_2,967,Team Invite,2024-09-03,Accepted,2024-09-06,1 month Pro
R967_3,967,WhatsApp,2024-08-10,Pending,,
R967_4,967,Email,2024-08-24,Pending,,
R973_0,973,WhatsApp,2024-07-24,Pending,,
R973_1,973,Link,2024-08-04,Pending,,
R973_2,973,Link,2024-07-19,Pending,,
R975_0,975,Link,2024-03-01,Pending,,
R975_1,975,Link,2024-02-25,Accepted,2024-02-29,Credit Pack
R975_2,975,Link,2024-04-05,Accepted,2024-04-17,1 month Pro
R975_3,975,WhatsApp,2024-03-31,Pending,,
R975_4,975,Link,2024-03-02,Accepted,2024-03-12,1 month Pro
R980_0,980,Link,2024-07-28,Accepted,2024-08-05,Template Unlock
R980_1,980,Email,2024-08-17,Pending,,
R980_2,980,Email,2024-09-06,Accepted,2024-09-11,Template Unlock
R981_0,981,WhatsApp,2024-08-30,Accepted,2024-09-07,Template Unlock
R981_1,981,WhatsApp,2024-09-15,Accepted,2024-10-04,1 month Pro
R983_0,983,Link,2024-08-05,Accepted,2024-08-18,Credit Pack
R998_0,998,Link,2024-05-18,Accepted,2024-05-21,Template Unlock
R998_1,998,Link,2024-06-22,Pending,,
R998_2,998,Link,2024-06-14,Accepted,2024-07-03,Credit Pack
R998_3,998,Team Invite,2024-05-26,Accepted,2024-05-29,Credit Pack
R999_0,999,Link,2025-01-14,Accepted,2025-01-24,Credit Pack
R999_1,999,Email,2024-12-25,Pending,,
R1000_0,1000,Link,2024-08-08,Accepted,2024-08-18,Template Unlock
R1000_1,1000,Team Invite,2024-08-14,Pending,,
R1000_2,1000,Email,2024-08-16,Pending,,
R1002_0,1002,Link,2024-09-28,Accepted,2024-10-13,1 month Pro
R1019_0,1019,Instagram DM,2024-02-14,Accepted,2024-02-28,Credit Pack
R1019_1,1019,Email,2024-01-24,Pending,,
R1019_2,1019,Link,2024-01-22,Accepted,2024-01-26,Template Unlock
R1020_0,1020,Link,2024-03-02,Accepted,2024-03-04,Template Unlock
R1020_1,1020,Team Invite,2024-03-13,Accepted,2024-03-28,1 month Pro
R1024_0,1024,Instagram DM,2024-11-20,Accepted,2024-11-29,Credit Pack
R1024_1,1024,WhatsApp,2024-11-05,Accepted,2024-11-21,Credit Pack
R1024_2,1024,WhatsApp,2024-11-08,Pending,,
R1024_3,1024,Link,2024-12-04,Pending,,
R1024_4,1024,Link,2024-11-10,Accepted,2024-11-25,1 month Pro
R1029_0,1029,Link,2024-08-14,Pending,,
R1029_1,1029,Instagram DM,2024-08-17,Pending,,
R1029_2,1029,Link,2024-07-30,Pending,,
R1029_3,1029,Team Invite,2024-08-03,Accepted,2024-08-13,1 month Pro
R1032_0,1032,Link,2024-03-25,Accepted,2024-04-01,1 month Pro
R1032_1,1032,Link,2024-04-06,Pending,,
R1033_0,1033,Link,2024-10-30,Accepted,2024-11-18,Template Unlock
R1033_1,1033,Email,2024-10-08,Pending,,
R1033_2,1033,Team Invite,2024-10-28,Accepted,2024-11-01,Credit Pack
R1033_3,1033,WhatsApp,2024-11-06,Pending,,
R1033_4,1033,Link,2024-10-01,Accepted,2024-10-19,Credit Pack
R1036_0,1036,WhatsApp,2024-10-12,Pending,,
R1044_0,1044,WhatsApp,2024-05-29,Accepted,2024-06-10,1 month Pro
R1045_0,1045,Link,2024-10-25,Accepted,2024-10-26,1 month Pro
R1046_0,1046,Link,2024-04-10,Pending,,
R1046_1,1046,Team Invite,2024-03-28,Pending,,
R1046_2,1046,Email,2024-03-21,Accepted,2024-04-09,1 month Pro
R1048_0,1048,Email,2024-08-15,Pending,,
R1048_1,1048,Instagram DM,2024-08-31,Pending,,
R1051_0,1051,Link,2024-08-15,Pending,,
R1051_1,1051,Team Invite,2024-07-31,Accepted,2024-08-05,Credit Pack
R1053_0,1053,Email,2024-07-25,Accepted,2024-08-01,1 month Pro
R1053_1,1053,Email,2024-08-01,Pending,,
R1053_2,1053,Link,2024-07-08,Pending,,
R1053_3,1053,Team Invite,2024-07-22,Accepted,2024-07-25,Template Unlock
R1053_4,1053,Instagram DM,2024-07-05,Pending,,
R1058_0,1058,Link,2024-10-15,Pending,,
R1058_1,1058,Link,2024-10-15,Pending,,
R1058_2,1058,Link,2024-11-15,Pending,,
R1059_0,1059,Email,2024-07-10,Accepted,2024-07-29,Credit Pack
R1059_1,1059,Email,2024-06-13,Accepted,2024-06-22,1 month Pro
R1059_2,1059,Instagram DM,2024-07-11,Accepted,2024-07-16,1 month Pro
R1060_0,1060,Link,2024-06-06,Accepted,2024-06-13,Template Unlock
R1060_1,1060,Link,2024-05-04,Accepted,2024-05-05,1 month Pro
R1060_2,1060,Link,2024-05-09,Accepted,2024-05-15,Credit Pack
R1062_0,1062,Team Invite,2024-09-21,Pending,,
R1062_1,1062,Email,2024-09-24,Accepted,2024-10-12,Credit Pack
R1062_2,1062,Link,2024-09-20,Accepted,2024-09-26,Credit Pack
R1062_3,1062,Link,2024-09-16,Accepted,2024-09-18,Credit Pack
R1066_0,1066,Email,2024-06-16,Accepted,2024-07-03,1 month Pro
R1066_1,1066,Email,2024-06-15,Accepted,2024-06-16,Template Unlock
R1067_0,1067,Link,2025-01-08,Pending,,
R1067_1,1067,Email,2024-12-30,Accepted,2025-01-10,Credit Pack
R1067_2,1067,Link,2025-01-10,Accepted,2025-01-17,1 month Pro
R1076_0,1076,Instagram DM,2024-03-13,Pending,,
R1076_1,1076,Link,2024-03-18,Accepted,2024-03-28,1 month Pro
R1076_2,1076,Link,2024-03-30,Accepted,2024-04-01,Credit Pack
R1076_3,1076,Email,2024-04-13,Pending,,
R1077_0,1077,Instagram DM,2024-09-24,Accepted,2024-09-25,1 month Pro
R1077_1,1077,Team Invite,2024-10-29,Accepted,2024-11-15,1 month Pro
R1082_0,1082,Link,2025-02-07,Accepted,2025-02-16,Credit Pack
R1082_1,1082,Link,2025-01-10,Accepted,2025-01-27,1 month Pro
R1082_2,1082,Link,2025-02-02,Accepted,2025-02-07,Credit Pack
R1082_3,1082,Link,2025-01-21,Pending,,
R1082_4,1082,Link,2025-01-27,Pending,,
R1083_0,1083,Email,2025-01-18,Pending,,
R1083_1,1083,Email,2025-01-08,Pending,,
R1083_2,1083,Email,2025-01-17,Accepted,2025-01-26,Template Unlock
R1083_3,1083,WhatsApp,2025-01-22,Pending,,
R1093_0,1093,WhatsApp,2024-12-01,Accepted,2024-12-13,1 month Pro
R1093_1,1093,Link,2024-12-03,Pending,,
R1093_2,1093,Team Invite,2024-11-16,Accepted,2024-12-05,1 month Pro
R1106_0,1106,Link,2024-03-29,Pending,,
R1106_1,1106,Link,2024-03-10,Accepted,2024-03-15,Template Unlock
R1109_0,1109,Link,2024-12-22,Accepted,2025-01-05,1 month Pro
R1109_1,1109,Email,2024-12-27,Pending,,
R1109_2,1109,Link,2025-01-21,Accepted,2025-01-22,1 month Pro
R1118_0,1118,Link,2024-09-15,Accepted,2024-09-26,1 month Pro
R1124_0,1124,Email,2024-04-22,Accepted,2024-04-27,1 month Pro
R1124_1,1124,WhatsApp,2024-05-10,Pending,,
R1124_2,1124,Link,2024-04-30,Accepted,2024-05-13,Credit Pack
R1124_3,1124,Team Invite,2024-04-04,Accepted,2024-04-05,1 month Pro
R1137_0,1137,WhatsApp,2024-10-12,Accepted,2024-10-19,Credit Pack
R1137_1,1137,Link,2024-09-23,Accepted,2024-10-07,1 month Pro
R1137_2,1137,Link,2024-10-29,Pending,,
R1145_0,1145,Instagram DM,2024-05-03,Pending,,
R1145_1,1145,Link,2024-05-18,Accepted,2024-05-20,1 month Pro
R1145_2,1145,Email,2024-05-03,Accepted,2024-05-09,Credit Pack
R1145_3,1145,WhatsApp,2024-06-04,Accepted,2024-06-11,Credit Pack
R1150_0,1150,Link,2024-11-29,Pending,,
R1150_1,1150,Email,2024-12-01,Accepted,2024-12-14,1 month Pro
R1150_2,1150,Instagram DM,2024-12-06,Accepted,2024-12-23,Template Unlock
R1150_3,1150,WhatsApp,2024-11-18,Accepted,2024-11-20,1 month Pro
R1150_4,1150,Team Invite,2024-12-03,Accepted,2024-12-12,1 month Pro
R1156_0,1156,Team Invite,2024-09-05,Accepted,2024-09-23,1 month Pro
R1156_1,1156,Instagram DM,2024-08-28,Accepted,2024-09-13,1 month Pro
R1165_0,1165,Link,2024-07-14,Accepted,2024-07-29,1 month Pro
R1165_1,1165,Link,2024-08-16,Pending,,
R1165_2,1165,Team Invite,2024-07-28,Pending,,
R1172_0,1172,Instagram DM,2024-09-21,Pending,,
R1172_1,1172,Link,2024-09-02,Accepted,2024-09-21,Template Unlock
R1172_2,1172,Email,2024-09-23,Pending,,
R1172_3,1172,Link,2024-09-07,Pending,,
R1173_0,1173,WhatsApp,2024-06-29,Accepted,2024-07-06,Template Unlock
R1173_1,1173,Link,2024-06-29,Pending,,
R1173_2,1173,Link,2024-06-29,Accepted,2024-06-30,1 month Pro
R1173_3,1173,Email,2024-06-29,Pending,,
R1173_4,1173,Email,2024-05-31,Pending,,
R1200_0,1200,Link,2024-09-05,Pending,,
R1200_1,1200,Email,2024-09-04,Accepted,2024-09-15,1 month Pro
R1200_2,1200,Team Invite,2024-09-02,Accepted,2024-09-04,1 month Pro
R1212_0,1212,WhatsApp,2024-10-26,Pending,,
R1212_1,1212,Email,2024-11-09,Pending,,
R1218_0,1218,Email,2024-11-06,Pending,,
R1218_1,1218,Email,2024-09-26,Pending,,
R1224_0,1224,WhatsApp,2024-10-03,Accepted,2024-10-16,Credit Pack
R1224_1,1224,Email,2024-10-02,Pending,,
R1224_2,1224,Email,2024-10-04,Accepted,2024-10-16,1 month Pro
R1227_0,1227,Link,2024-02-26,Accepted,2024-03-11,Credit Pack
R1227_1,1227,Email,2024-03-04,Pending,,
R1227_2,1227,Link,2024-03-16,Pending,,
R1227_3,1227,Instagram DM,2024-02-25,Accepted,2024-03-01,Credit Pack
R1229_0,1229,Instagram DM,2024-03-25,Accepted,2024-03-31,Credit Pack
R1229_1,1229,Link,2024-03-15,Accepted,2024-03-24,1 month Pro
R1230_0,1230,Instagram DM,2024-05-19,Pending,,
R1230_1,1230,Email,2024-05-22,Accepted,2024-06-06,1 month Pro
R1230_2,1230,Email,2024-05-28,Accepted,2024-06-10,Template Unlock
R1230_3,1230,Link,2024-05-17,Pending,,
R1244_0,1244,Email,2024-06-29,Pending,,
R1244_1,1244,Instagram DM,2024-07-10,Pending,,
R1244_2,1244,Link,2024-08-08,Accepted,2024-08-14,1 month Pro
R1244_3,1244,Instagram DM,2024-06-30,Pending,,
R1250_0,1250,Link,2025-01-10,Pending,,
R1250_1,1250,WhatsApp,2025-01-01,Pending,,
R1250_2,1250,Link,2024-12-24,Pending,,
R1250_3,1250,WhatsApp,2025-01-17,Accepted,2025-01-23,1 month Pro
R1250_4,1250,WhatsApp,2025-02-03,Pending,,
R1259_0,1259,Link,2024-08-08,Pending,,
R1259_1,1259,Link,2024-08-08,Pending,,
R1259_2,1259,Email,2024-07-29,Pending,,
R1262_0,1262,Instagram DM,2025-01-01,Pending,,
R1262_1,1262,Team Invite,2024-12-27,Accepted,2024-12-29,1 month Pro
R1283_0,1283,Link,2024-05-28,Pending,,
R1283_1,1283,Link,2024-06-01,Accepted,2024-06-16,1 month Pro
R1283_2,1283,WhatsApp,2024-06-09,Pending,,
R1288_0,1288,Link,2024-04-22,Accepted,2024-04-30,1 month Pro
R1288_1,1288,WhatsApp,2024-04-10,Accepted,2024-04-24,Template Unlock
R1290_0,1290,Instagram DM,2024-09-13,Pending,,
R1290_1,1290,WhatsApp,2024-08-30,Pending,,
R1290_2,1290,Email,2024-08-21,Accepted,2024-09-08,Template Unlock
R1290_3,1290,Link,2024-08-30,Accepted,2024-09-06,1 month Pro
R1290_4,1290,Instagram DM,2024-09-15,Accepted,2024-09-22,1 month Pro
R1296_0,1296,Link,2024-08-03,Pending,,
R1297_0,1297,Link,2024-05-13,Accepted,2024-05-17,Credit Pack
R1297_1,1297,Link,2024-05-13,Accepted,2024-06-01,1 month Pro
R1297_2,1297,Link,2024-04-27,Pending,,
R1297_3,1297,Instagram DM,2024-05-02,Pending,,
R1297_4,1297,WhatsApp,2024-05-15,Accepted,2024-05-30,1 month Pro
R1310_0,1310,Link,2024-12-02,Accepted,2024-12-14,1 month Pro
R1310_1,1310,Team Invite,2024-12-15,Accepted,2025-01-03,Credit Pack
R1310_2,1310,Email,2024-11-13,Accepted,2024-11-27,Template Unlock
R1318_0,1318,Instagram DM,2024-09-01,Accepted,2024-09-10,Credit Pack
R1318_1,1318,Email,2024-09-02,Pending,,
R1333_0,1333,Team Invite,2024-07-04,Accepted,2024-07-13,Credit Pack
R1334_0,1334,Link,2024-11-16,Pending,,
R1334_1,1334,Team Invite,2024-11-26,Accepted,2024-12-05,Credit Pack
R1334_2,1334,Link,2024-12-04,Pending,,
R1334_3,1334,Instagram DM,2024-12-01,Accepted,2024-12-08,Template Unlock
R1335_0,1335,WhatsApp,2024-08-13,Pending,,
R1335_1,1335,Team Invite,2024-07-24,Accepted,2024-08-05,Credit Pack
R1340_0,1340,WhatsApp,2024-06-30,Pending,,
R1340_1,1340,Link,2024-06-09,Accepted,2024-06-20,Credit Pack
R1348_0,1348,Instagram DM,2024-09-27,Accepted,2024-09-28,Template Unlock
R1348_1,1348,Instagram DM,2024-10-06,Pending,,
R1348_2,1348,Email,2024-09-25,Accepted,2024-10-06,Template Unlock
R1348_3,1348,Link,2024-10-08,Pending,,
R1360_0,1360,WhatsApp,2024-05-29,Accepted,2024-06-01,1 month Pro
R1361_0,1361,Link,2024-02-15,Pending,,
R1361_1,1361,Email,2024-02-19,Accepted,2024-03-06,Template Unlock
R1361_2,1361,Link,2024-02-08,Accepted,2024-02-21,Credit Pack
R1361_3,1361,Link,2024-02-05,Pending,,
R1361_4,1361,Link,2024-03-15,Pending,,
R1374_0,1374,Team Invite,2024-06-29,Pending,,
R1374_1,1374,Link,2024-06-29,Pending,,
R1374_2,1374,Link,2024-07-06,Accepted,2024-07-15,1 month Pro
R1375_0,1375,WhatsApp,2024-12-10,Accepted,2024-12-24,1 month Pro
R1375_1,1375,Email,2025-01-01,Pending,,
R1393_0,1393,Instagram DM,2025-02-04,Accepted,2025-02-10,Credit Pack
R1393_1,1393,Link,2025-02-01,Pending,,
R1393_2,1393,Link,2024-12-30,Accepted,2025-01-07,1 month Pro
R1393_3,1393,WhatsApp,2024-12-27,Accepted,2025-01-03,1 month Pro
R1398_0,1398,Link,2024-08-28,Accepted,2024-09-16,1 month Pro
R1398_1,1398,Link,2024-09-12,Accepted,2024-09-15,Credit Pack
R1398_2,1398,WhatsApp,2024-09-15,Pending,,
R1398_3,1398,Link,2024-10-08,Accepted,2024-10-15,Credit Pack
R1398_4,1398,Instagram DM,2024-09-18,Accepted,2024-09-19,1 month Pro
R1409_0,1409,Link,2024-01-26,Accepted,2024-02-10,Template Unlock
R1409_1,1409,Link,2024-01-19,Pending,,
R1409_2,1409,Team Invite,2024-01-27,Accepted,2024-02-07,Credit Pack
R1409_3,1409,Instagram DM,2024-02-14,Accepted,2024-02-25,Template Unlock
R1409_4,1409,Email,2024-02-09,Pending,,
R1413_0,1413,WhatsApp,2024-05-12,Accepted,2024-05-29,Credit Pack
R1414_0,1414,Email,2024-10-27,Pending,,
R1414_1,1414,WhatsApp,2024-11-29,Accepted,2024-12-05,Credit Pack
R1420_0,1420,WhatsApp,2024-07-04,Pending,,
R1421_0,1421,Email,2025-01-17,Pending,,
R1421_1,1421,Instagram DM,2025-01-14,Pending,,
R1428_0,1428,WhatsApp,2024-12-23,Pending,,
R1428_1,1428,Instagram DM,2024-12-18,Pending,,
R1428_2,1428,Link,2024-12-21,Accepted,2025-01-05,1 month Pro
R1428_3,1428,Link,2024-11-27,Accepted,2024-12-07,1 month Pro
R1431_0,1431,Email,2024-07-16,Pending,,
R1431_1,1431,Email,2024-06-23,Accepted,2024-07-02,Credit Pack
R1431_2,1431,WhatsApp,2024-07-30,Accepted,2024-08-11,1 month Pro
R1431_3,1431,Link,2024-07-03,Accepted,2024-07-20,1 month Pro
R1431_4,1431,Link,2024-07-09,Accepted,2024-07-21,1 month Pro
R1436_0,1436,Email,2024-02-11,Pending,,
R1436_1,1436,Email,2024-02-29,Pending,,
R1436_2,1436,WhatsApp,2024-02-14,Pending,,
R1436_3,1436,WhatsApp,2024-02-27,Accepted,2024-03-01,Credit Pack
R1436_4,1436,Instagram DM,2024-02-18,Accepted,2024-02-19,Template Unlock
R1437_0,1437,WhatsApp,2024-07-11,Accepted,2024-07-29,1 month Pro
R1437_1,1437,Link,2024-07-09,Accepted,2024-07-11,1 month Pro
R1437_2,1437,Link,2024-06-11,Accepted,2024-06-27,Credit Pack
R1437_3,1437,Instagram DM,2024-06-07,Accepted,2024-06-23,1 month Pro
R1440_0,1440,Team Invite,2025-01-18,Accepted,2025-02-05,1 month Pro
R1441_0,1441,Instagram DM,2024-11-03,Accepted,2024-11-21,Credit Pack
R1441_1,1441,Link,2024-11-13,Pending,,
R1443_0,1443,WhatsApp,2025-01-13,Accepted,2025-01-25,Credit Pack
R1443_1,1443,Instagram DM,2025-01-06,Accepted,2025-01-08,Template Unlock
R1450_0,1450,Link,2024-03-16,Accepted,2024-03-27,Credit Pack
R1452_0,1452,Link,2024-01-30,Accepted,2024-02-18,1 month Pro
R1452_1,1452,Link,2024-02-03,Pending,,
R1452_2,1452,Email,2024-02-13,Pending,,
R1455_0,1455,Instagram DM,2024-08-26,Accepted,2024-09-14,1 month Pro
R1455_1,1455,WhatsApp,2024-08-29,Pending,,
R1455_2,1455,Link,2024-08-07,Accepted,2024-08-09,Credit Pack
R1455_3,1455,Team Invite,2024-08-06,Pending,,
R1455_4,1455,Instagram DM,2024-08-01,Accepted,2024-08-06,Template Unlock
R1462_0,1462,Email,2024-05-05,Accepted,2024-05-23,1 month Pro
R1462_1,1462,Link,2024-05-31,Accepted,2024-06-04,1 month Pro
R1462_2,1462,Link,2024-05-04,Accepted,2024-05-14,1 month Pro
R1463_0,1463,Link,2024-02-17,Accepted,2024-02-27,Credit Pack
R1463_1,1463,WhatsApp,2024-01-30,Accepted,2024-02-02,1 month Pro
R1463_2,1463,Instagram DM,2024-02-01,Accepted,2024-02-18,Template Unlock
R1463_3,1463,WhatsApp,2024-01-27,Pending,,
R1466_0,1466,Link,2024-02-29,Pending,,
R1466_1,1466,Link,2024-02-13,Accepted,2024-02-27,Template Unlock
R1469_0,1469,WhatsApp,2024-11-04,Pending,,
R1469_1,1469,Link,2024-10-13,Pending,,
R1469_2,1469,Instagram DM,2024-10-19,Pending,,
R1469_3,1469,Instagram DM,2024-11-01,Accepted,2024-11-09,1 month Pro
R1470_0,1470,Email,2024-02-18,Accepted,2024-03-01,Credit Pack
R1470_1,1470,Link,2024-02-09,Accepted,2024-02-25,Template Unlock
R1470_2,1470,WhatsApp,2024-02-06,Pending,,
R1470_3,1470,WhatsApp,2024-01-28,Accepted,2024-02-03,1 month Pro
R1470_4,1470,Email,2024-02-09,Pending,,
R1471_0,1471,WhatsApp,2024-11-27,Accepted,2024-12-12,1 month Pro
R1471_1,1471,Team Invite,2024-11-30,Pending,,
R1471_2,1471,Instagram DM,2024-12-09,Pending,,
R1474_0,1474,Email,2024-04-05,Accepted,2024-04-15,1 month Pro
R1474_1,1474,Link,2024-04-16,Pending,,
R1477_0,1477,WhatsApp,2024-08-03,Accepted,2024-08-11,Template Unlock
R1477_1,1477,Team Invite,2024-08-07,Accepted,2024-08-24,1 month Pro
R1478_0,1478,WhatsApp,2024-06-02,Pending,,
R1478_1,1478,Instagram DM,2024-06-13,Accepted,2024-06-24,Template Unlock
R1490_0,1490,Link,2024-07-19,Pending,,
R1490_1,1490,Instagram DM,2024-07-10,Accepted,2024-07-26,1 month Pro
R1490_2,1490,Link,2024-08-14,Accepted,2024-08-30,1 month Pro
R1490_3,1490,Link,2024-08-05,Accepted,2024-08-20,Credit Pack
R1490_4,1490,Link,2024-07-29,Accepted,2024-08-11,1 month Pro
R1493_0,1493,Team Invite,2024-02-02,Pending,,
R1493_1,1493,Email,2024-01-19,Accepted,2024-01-30,Template Unlock
R1505_0,1505,Link,2024-09-15,Pending,,
R1505_1,1505,Link,2024-08-21,Pending,,
R1510_0,1510,Email,2024-09-09,Accepted,2024-09-21,1 month Pro
R1510_1,1510,Team Invite,2024-09-16,Accepted,2024-09-25,1 month Pro
R1516_0,1516,Link,2025-01-01,Pending,,
R1522_0,1522,Link,2024-10-13,Pending,,
R1522_1,1522,Link,2024-10-19,Pending,,
R1522_2,1522,WhatsApp,2024-09-21,Pending,,
R1522_3,1522,WhatsApp,2024-09-29,Accepted,2024-10-18,1 month Pro
R1535_0,1535,WhatsApp,2024-10-27,Pending,,
R1535_1,1535,Instagram DM,2024-11-15,Accepted,2024-11-25,Template Unlock
R1544_0,1544,Link,2024-09-05,Accepted,2024-09-08,1 month Pro
R1544_1,1544,Link,2024-08-16,Pending,,
R1549_0,1549,WhatsApp,2024-08-07,Pending,,
R1549_1,1549,Instagram DM,2024-07-13,Accepted,2024-07-25,Credit Pack
R1549_2,1549,Team Invite,2024-07-14,Pending,,
R1549_3,1549,Link,2024-08-09,Pending,,
R1567_0,1567,Instagram DM,2025-01-19,Pending,,
R1570_0,1570,Link,2025-01-06,Accepted,2025-01-14,1 month Pro
R1570_1,1570,Team Invite,2025-01-02,Accepted,2025-01-09,Template Unlock
